ProductID,Date,SalesVolume,SalesValue,StoreCode,StoreWarehouse,Currency
gRXB-6769,2022-01-05,4,2811.69,2,2,USD
FHDB-7612,2022-01-05,4,2084.55,3,4,USD
PrAk-5848,2022-01-05,1,1002.33,2,2,GBP
aBYF-1453,2022-01-05,5,242.75,4,4,GBP
PZkY-5733,2022-01-05,3,3432.4,2,2,GBP
MFjW-4530,2022-01-05,6,6351.26,2,4,EUR
KnIO-4202,2022-01-05,1,535.33,1,1,USD
XuQi-1451,2022-01-05,8,1277.44,1,1,GBP
BXBD-2124,2022-01-05,10,5060.71,3,3,EUR
hQOf-3394,2022-01-05,4,2363.89,1,1,GBP
zaCb-2951,2022-01-05,1,16.9,1,1,EUR
hYGp-7829,2022-01-05,6,4361.39,4,4,GBP
tAWl-3059,2022-01-05,2,2298.46,3,4,USD
lmCx-8612,2022-01-05,1,676.34,4,4,USD
cNHs-9823,2022-01-05,5,3653.69,1,1,GBP
JUty-1496,2022-01-05,5,5542.29,3,1,EUR
UuJy-2778,2022-01-05,6,702.01,4,4,GBP
gjvV-5791,2022-01-05,3,470.96,1,1,GBP
suOu-7663,2022-01-05,10,8402.28,3,3,EUR
cYGL-4043,2022-01-05,0,0.0,3,3,GBP
IFMD-9485,2022-01-05,10,4984.23,1,1,GBP
ieuz-8185,2022-01-05,0,0.0,4,4,GBP
CfGy-8724,2022-01-05,6,4021.76,2,2,USD
JkYE-9181,2022-01-05,0,0.0,4,4,EUR
RfpW-0883,2022-01-05,10,2162.83,1,4,EUR
xbeQ-5457,2022-01-05,5,4544.06,4,4,EUR
QFlZ-8238,2022-01-05,1,93.68,4,4,GBP
gyuN-0507,2022-01-05,1,602.39,2,2,EUR
fUTs-1829,2022-01-05,4,3494.95,1,1,EUR
QIDP-4657,2022-01-05,7,5453.84,3,3,USD
DhcP-9264,2022-01-05,10,549.2,4,4,USD
JezU-6048,2022-01-05,8,5150.47,3,3,GBP
tkLW-4029,2022-01-05,0,0.0,3,3,GBP
joyz-4282,2022-01-05,2,1369.68,1,1,GBP
kesf-3214,2022-01-05,9,4643.24,4,4,EUR
PjPH-0464,2022-01-05,2,195.17,4,4,EUR
iSdd-1425,2022-01-05,9,5345.69,2,3,USD
FqqV-5844,2022-01-05,7,4271.44,2,2,EUR
dbQE-0005,2022-01-05,3,500.28,4,2,EUR
oLnE-4952,2022-01-05,6,6149.38,4,4,GBP
vBQD-6291,2022-01-05,8,3531.88,3,3,GBP
vsRH-2960,2022-01-05,10,4332.98,4,4,USD
CqnW-1495,2022-01-05,0,0.0,1,4,EUR
VssK-1055,2022-01-05,4,3312.97,3,3,USD
JRVf-4313,2022-01-05,1,391.01,2,2,EUR
GSmB-5775,2022-01-05,4,975.49,3,3,USD
BvMp-9178,2022-01-05,5,1642.64,3,3,EUR
JEDL-6798,2022-01-05,1,1157.52,3,3,EUR
olFd-0300,2022-01-05,6,2287.45,1,1,EUR
fboh-5937,2022-01-05,9,10681.88,3,3,GBP
Qudx-2448,2022-01-05,6,1009.64,1,1,EUR
pFXC-0459,2022-01-05,1,893.14,2,2,EUR
itrC-5597,2022-01-05,8,6407.99,4,4,GBP
Sxre-2030,2022-01-05,8,9021.7,1,1,EUR
QuUl-8749,2022-01-05,4,4185.18,1,1,USD
tyeC-2254,2022-01-05,9,4786.78,3,3,GBP
srps-7972,2022-01-05,10,2868.02,1,1,EUR
xLCp-0759,2022-01-05,6,4469.32,3,3,USD
qdZH-9877,2022-01-05,0,0.0,2,2,USD
Pwga-7746,2022-01-05,0,0.0,4,4,EUR
nmSW-6668,2022-01-05,10,807.44,3,3,USD
pQxM-8871,2022-01-05,2,1301.29,4,4,USD
EmjK-9178,2022-01-05,2,875.29,1,1,GBP
bhAn-0398,2022-01-05,8,3011.53,1,1,GBP
mKgk-2456,2022-01-05,1,968.32,1,1,USD
iANi-3516,2022-01-05,6,2697.88,3,3,USD
mgMq-8367,2022-01-05,0,0.0,3,3,USD
gipK-3736,2022-01-05,6,5847.79,4,4,EUR
Qckn-7988,2022-01-05,2,1002.09,1,1,GBP
XXGf-8148,2022-01-05,4,2948.85,4,4,GBP
